red_t,green_t,blue_t,action,red_t1,green_t1,blue_t1
1034.2420628624616,344.6350019861593,1357.4421256886055,90,1031.0061021239012,348.56182036579963,1353.2157782913707
1031.0061021239012,348.56182036579963,1353.2157782913707,0,1091.374086159063,248.02474864321505,1457.1156837875055
1091.374086159063,248.02474864321505,1457.1156837875055,-45,1132.1643456651072,170.84035119169005,1535.2870303611962
1132.1643456651072,170.84035119169005,1535.2870303611962,-45,1149.9450411042521,111.32545782641094,1590.2712968422275
1149.166352179183,116.35508145676322,1585.8792971032851,-45,1151.2598779819002,76.04332088290201,1621.18150330273
1151.176703058501,68.96812064019142,1628.104997125382,0,1152.221837244235,64.22680299127457,1693.6766049699336
1152.348250462524,65.62751209698563,1695.2920958772975,45,1164.3456926605945,91.12854666502693,1730.2708493230994
1165.997036122382,94.71751815889188,1734.515554339649,45,1183.2177482728907,116.18949964592322,1764.562155274778
1171.4220353556611,101.39262752685725,1744.3379904470348,90,1153.137472536922,78.61774970603008,1708.2689573275163
1153.137472536922,78.61774970603008,1708.2689573275163,45,1200.9402542904454,15.133220912945134,1708.367798331261
1200.9402542904454,15.133220912945134,1708.367798331261,-90,1201.8543096492936,9.42876569758739,1704.8923313871114
1201.8543096492936,9.42876569758739,1704.8923313871114,-90,1200.0130791352274,4.121904366915838,1699.9776322339096
1200.0130791352274,4.121904366915838,1699.9776322339096,0,1121.77616842642,112.96199382739309,1699.226580550534
1121.77616842642,112.96199382739309,1699.226580550534,-45,1066.9865288076744,184.54292903563115,1693.3666385803904
1066.9865288076744,184.54292903563115,1693.3666385803904,0,985.5097969496194,279.72350613361044,1673.444483657489
985.5097969496194,279.72350613361044,1673.444483657489,45,920.2392910820804,368.1394747256127,1669.2783209672525
920.2392910820804,368.1394747256127,1669.2783209672525,0,860.0017365605257,483.8012266283747,1693.7526463114737
861.1146045071642,480.60258228137934,1692.5001276500777,-90,870.0767801724455,456.4386523896174,1683.4185704676215
867.8276747834792,456.68404079855907,1680.8293170694342,-90,843.8909933573174,465.09767648269326,1657.582434954473
844.102614511115,464.65456397683215,1657.4567094873098,0,919.4597751664452,339.5095847676911,1638.734132844352
919.4597751664452,339.5095847676911,1638.734132844352,45,957.6563873783749,276.5030131600739,1625.4184926616897
957.6563873783749,276.5030131600739,1625.4184926616897,-45,996.6960313821762,214.6826936969536,1607.5362076709127
996.6960313821762,214.6826936969536,1607.5362076709127,45,1047.5582073276978,152.5071727481039,1596.0547477262865
1047.5582073276978,152.5071727481039,1596.0547477262865,-90,1047.5804517164925,152.4207427436633,1592.5048454615549
1047.5804517164925,152.4207427436633,1592.5048454615549,0,1131.5166702998679,92.1128393140717,1692.2895659923277
1131.5166702998679,92.1128393140717,1692.2895659923277,45,1207.9852577847505,101.4730655163724,1772.7379679538908
1210.6061743510686,102.47823855302158,1775.120623894875,90,1186.8234289044433,92.05482820851931,1750.9552168449368
1186.8234289044433,92.05482820851931,1750.9552168449368,0,1225.7624744877983,30.87982937857656,1703.2902876087946
1225.7624744877983,30.87982937857656,1703.2902876087946,-90,1223.3972757655217,30.978933979399613,1699.2644568608207
1223.3972757655217,30.978933979399613,1699.2644568608207,90,1217.7315842481955,26.854632293516882,1695.320492200699
1217.7315842481955,26.854632293516882,1695.320492200699,0,1257.0307824543718,129.5619853114717,1653.6885281206526
1257.0307824543718,129.5619853114717,1653.6885281206526,45,1282.97609937212,204.24551784580245,1619.9374529777685
1282.97609937212,204.24551784580245,1619.9374529777685,90,1287.3602307735391,209.06794057745918,1620.6530917433563
1287.3602307735391,209.06794057745918,1620.6530917433563,-45,1228.6993593638967,200.5535232830628,1571.3934312263273
1228.6993593638967,200.5535232830628,1571.3934312263273,-90,1222.871296709617,198.36786109715456,1568.3119741672126
1222.871296709617,198.36786109715456,1568.3119741672126,-90,1219.3782222870555,195.72012923544682,1567.5564579905695
1219.3782222870555,195.72012923544682,1567.5564579905695,-45,1265.7635466883894,172.9344272409921,1627.49780833191
1265.7635466883894,172.9344272409921,1627.49780833191,45,1323.5446976068056,170.65124248914805,1701.5795504657108
1323.5446976068056,170.65124248914805,1701.5795504657108,-45,1382.7681509029812,200.39081603618965,1772.133064741937
1382.7681509029812,200.39081603618965,1772.133064741937,-45,1426.837749967024,229.86649327590135,1838.0814902313118
1426.837749967024,229.86649327590135,1838.0814902313118,-45,1459.2383984674198,260.090567998457,1903.9566548537182
1459.2383984674198,260.090567998457,1903.9566548537182,90,1456.9950695064003,257.91826722037354,1902.75885822822
1456.9950695064003,257.91826722037354,1902.75885822822,-90,1451.879461435418,252.83459126076872,1898.9242982641515
1451.879461435418,252.83459126076872,1898.9242982641515,-90,1452.3617843810578,253.08345013163145,1897.308734162822
1452.9398847523253,253.6513920799569,1897.6750376985256,0,1332.016055725771,139.85382623024654,1825.0942914576333
1332.016055725771,139.85382623024654,1825.0942914576333,45,1264.5851737613602,96.51228780341906,1793.263388824143
1266.50647915518,96.99660685843608,1793.8936706901138,45,1237.627352405408,111.67284102242583,1796.594362515373
1234.479351786335,115.12284737101494,1797.50914044597,-45,1203.1246625858394,148.1974146950277,1800.802308339894
1203.1246625858394,148.1974146950277,1800.802308339894,45,1159.6346321018877,209.5064676091886,1807.7425037792523
1159.6346321018877,209.5064676091886,1807.7425037792523,-90,1161.7569038679649,211.7135415718135,1810.9361732774792
1162.3137035704258,211.99439970810553,1811.5753656714369,-45,1106.3713732297035,184.80069129248406,1740.7878950355152
1106.3713732297035,184.80069129248406,1740.7878950355152,45,1052.4254610337873,176.86625181808992,1663.2799617118521
1052.4254610337873,176.86625181808992,1663.2799617118521,45,989.779206705541,217.58565675763188,1594.3556686093132
989.779206705541,217.58565675763188,1594.3556686093132,-90,986.0286936215397,221.64644063237287,1593.110951768583
986.0286936215397,221.64644063237287,1593.110951768583,-90,982.6747321829334,225.49897842518044,1592.5645824489507
982.6747321829334,225.49897842518044,1592.5645824489507,0,1071.57154616403,178.9361298015859,1694.2301551289806
1071.57154616403,178.9361298015859,1694.2301551289806,0,1175.8860857552913,193.57646208384946,1810.3933734613868
1175.8860857552913,193.57646208384946,1810.3933734613868,-45,1243.7418379438595,244.6767652474791,1890.0348990037114
1248.0814553688394,249.50246338583514,1895.7689203158702,-90,1230.540453504382,228.36279843873436,1871.3245490055353
1230.540453504382,228.36279843873436,1871.3245490055353,-90,1234.0671402778742,228.7687625389664,1873.7967090145105
1233.3982014515832,227.55202337927037,1872.5915527268621,-45,1198.7920487418157,144.3284314561757,1795.181588621775
1198.7920487418157,144.3284314561757,1795.181588621775,90,1202.0757072185304,142.2999855408636,1796.1527568347103
1202.0757072185304,142.2999855408636,1796.1527568347103,45,1146.8279158959201,170.60582838279592,1770.4936567743414
1146.8279158959201,170.60582838279592,1770.4936567743414,90,1140.9247647489515,171.47675882594115,1765.6550622410512
1140.9247647489515,171.47675882594115,1765.6550622410512,-45,1171.7949858798681,223.11102378233124,1826.390968257673
1171.7949858798681,223.11102378233124,1826.390968257673,-90,1174.4848476878449,222.75982009406457,1828.265806016275
1174.4848476878449,222.75982009406457,1828.265806016275,-45,1110.9219427147211,243.1584726162138,1787.2050253972122
1110.9219427147211,243.1584726162138,1787.2050253972122,90,1108.902702568377,240.31030723514544,1783.3444097435163
1108.902702568377,240.31030723514544,1783.3444097435163,-45,1111.1871547886296,298.6718817820821,1824.3553636743172
1110.9748568982288,298.51688840003675,1824.067326789239,45,1109.0201040333986,304.92318893493496,1826.4839641098001
1106.1893015269043,293.781365666,1816.71932086731,-45,1105.1936180941782,304.23973027219836,1822.6447743529457
1105.2652094194088,298.41565500645237,1818.9184872206147,45,1105.8200844938203,308.02957531691663,1825.6573115647745
1104.6503096136805,304.552896111004,1822.3632531769292,45,1107.5694222146258,307.0842637206277,1826.5969519915554
1107.363154398565,306.7219518057682,1826.1803513671753,0,1110.7333988885182,309.7511959725741,1831.1004023281848
1109.6079714950322,305.925628879504,1827.6496629292278,45,1111.1378692565922,303.0574937137836,1827.147198365824
1110.877421707044,302.64805642609036,1826.6534882288129,-90,1097.1083002963062,281.98096137691635,1800.6013835880083
1097.1083002963062,281.98096137691635,1800.6013835880083,45,1038.4505132401111,332.51903471628515,1778.128507293174
1038.4505132401111,332.51903471628515,1778.128507293174,90,1036.2108378303133,330.9662527161946,1774.760992482368
1036.2108378303133,330.9662527161946,1774.760992482368,-90,1034.1959326280974,327.48207136345644,1770.2254848082207
1034.1959326280974,327.48207136345644,1770.2254848082207,-45,983.2896136569531,378.5097942268337,1753.323810459905
983.2896136569531,378.5097942268337,1753.323810459905,90,978.3612670310798,373.8726639200304,1744.519363270772
978.3355505936856,373.6795011175352,1744.346378892521,90,973.0274645770385,367.9873460069245,1734.1029631545007
973.0274645770385,367.9873460069245,1734.1029631545007,-45,1027.3828935427432,320.427230341399,1757.9986831463384
1027.3828935427432,320.427230341399,1757.9986831463384,0,1141.6926057524283,259.1419804465691,1825.1304189097748
1141.6926057524283,259.1419804465691,1825.1304189097748,-90,1139.3318138530583,239.05468424128404,1810.0179286564264
1139.3318138530583,239.05468424128404,1810.0179286564264,-45,1142.9230402786227,274.71985002858827,1836.173291386118
1142.8045987654932,257.25961781741034,1824.8489118169646,-45,1137.806781818996,289.54231599767934,1841.3605059176489
1138.3095713084952,286.19217342990004,1839.6493035718875,-90,1139.4411988208299,268.5479576728336,1829.3031256656864
1133.334480432873,267.28577316806445,1823.3014903021526,45,1056.2803325572997,267.3977953300289,1749.5467244253182
1056.2803325572997,267.3977953300289,1749.5467244253182,-90,1054.428334024124,270.76098609823754,1750.0791958059754
1059.1405403066206,255.95742638376407,1743.982604305731,0,1103.0529989346885,139.9002446703007,1699.5852195341104
1103.0529989346885,139.9002446703007,1699.5852195341104,45,1129.0085282938123,74.92140522013722,1664.4526598735574
1129.0085282938123,74.92140522013722,1664.4526598735574,-45,1152.9607745507433,65.19192935210613,1631.9175921757353
1152.9607745507433,65.19192935210613,1631.9175921757353,90,1155.935549702928,61.56910805761275,1635.5164918358391
1155.935549702928,61.56910805761275,1635.5164918358391,45,1092.1324763162572,126.85765970046903,1574.7874224239538
1092.1324763162572,126.85765970046903,1574.7874224239538,0,989.6741103232366,228.42531524349485,1491.7743946871087
989.6741103232366,228.42531524349485,1491.7743946871087,0,868.0520161320864,352.62782464090947,1396.8017120232134
868.0520161320864,352.62782464090947,1396.8017120232134,45,789.2336029864225,430.5285125086723,1346.282050717059
789.2336029864225,430.5285125086723,1346.282050717059,0,670.7902910984333,542.247993663343,1295.5054359715828
670.7902910984333,542.247993663343,1295.5054359715828,45,605.4730429114421,603.1221973136463,1278.2557512847109
605.4730429114421,603.1221973136463,1278.2557512847109,-90,602.7557793208317,604.9969579300902,1280.3763390131292
602.7557793208317,604.9969579300902,1280.3763390131292,90,606.0165564629847,600.8404016935395,1285.7283331665574
606.0165564629847,600.8404016935395,1285.7283331665574,45,552.4936461424439,649.4743759593384,1289.579074360224
552.4936461424439,649.4743759593384,1289.579074360224,45,499.6807975258305,700.9537641071985,1317.5179465252268
499.6807975258305,700.9537641071985,1317.5179465252268,45,474.38627674284595,738.6990859354978,1368.591049058096
474.38627674284595,738.6990859354978,1368.591049058096,-45,464.93981383755465,772.2099134893957,1416.0538374268472
464.93981383755465,772.2099134893957,1416.0538374268472,0,450.57277116333825,852.683987250734,1489.2389405712604
450.57277116333825,852.683987250734,1489.2389405712604,-90,454.2382523905489,863.9343435324353,1503.8645650239985
451.4688879535001,865.3917013641684,1501.5586557940287,-90,433.34591165739636,877.8719491760629,1488.9085798497433
433.11766632722333,878.5130806565944,1489.1635614950899,45,448.22546854022033,808.0417258088223,1437.530518162345
448.22546854022033,808.0417258088223,1437.530518162345,90,452.306368476556,802.9035875897242,1437.7457393310021
452.306368476556,802.9035875897242,1437.7457393310021,45,395.01522038039246,854.8464097907705,1408.3428788232536
395.01522038039246,854.8464097907705,1408.3428788232536,0,285.5858752195038,968.2052324403592,1371.1739831709506
285.5858752195038,968.2052324403592,1371.1739831709506,90,273.99574925334156,977.553758424006,1364.058177135015
273.99574925334156,977.553758424006,1364.058177135015,0,338.3944921857033,997.1195476679916,1463.715338561983
338.3944921857033,997.1195476679916,1463.715338561983,45,364.6653059905891,1005.6307400796826,1498.0507819807744
364.1801417910098,1005.6185239318735,1497.5177246613544,-90,339.78689775131113,1002.5469245294506,1468.7506581729451
339.78689775131113,1002.5469245294506,1468.7506581729451,90,340.6149916184694,998.1111022903461,1466.8853303906374
340.6149916184694,998.1111022903461,1466.8853303906374,45,364.14754765953046,1002.7674089570572,1495.8652868712645
361.5319957634732,1002.4465791056997,1492.8244183294698,-90,336.640213724044,1001.9419511609293,1464.8127503186781
336.640213724044,1001.9419511609293,1464.8127503186781,-45,290.7156688214105,1064.8098797899463,1450.030096273274
290.7156688214105,1064.8098797899463,1450.030096273274,90,288.1287053504042,1064.1521652690935,1446.9440869801776
288.1287053504042,1064.1521652690935,1446.9440869801776,90,283.44364188833026,1065.0741092181897,1442.3994377865376
283.44364188833026,1065.0741092181897,1442.3994377865376,45,321.2569236097488,1000.9190631450676,1446.4420109244613
321.2569236097488,1000.9190631450676,1446.4420109244613,45,353.7090295907358,937.7372327118189,1437.1773159961924
353.7090295907358,937.7372327118189,1437.1773159961924,0,419.87566581198774,823.5445189794295,1408.6807355611347
419.87566581198774,823.5445189794295,1408.6807355611347,0,508.31471881861734,707.5729880144169,1389.3231493672197
508.31471881861734,707.5729880144169,1389.3231493672197,-90,507.54305706634386,707.1985539975673,1385.9476306037866
507.54305706634386,707.1985539975673,1385.9476306037866,90,502.1592669434071,711.5770719866823,1381.0561210092587
502.1592669434071,711.5770719866823,1381.0561210092587,-90,497.6407937905815,716.2642805867957,1379.789012727859
497.6407937905815,716.2642805867957,1379.789012727859,-45,527.9411164565965,708.0098858387767,1438.6860611145983
527.9411164565965,708.0098858387767,1438.6860611145983,90,526.8935001541754,711.4631237841622,1442.302451119292
526.8935001541754,711.4631237841622,1442.302451119292,-90,522.7161101033398,715.2645802509494,1440.0195178404933
522.7161101033398,715.2645802509494,1440.0195178404933,-90,523.0446673966862,713.2767682268294,1437.3692511293366
523.0446673966862,713.2767682268294,1437.3692511293366,-90,526.8564128968655,710.1883410832316,1440.105551621322
526.8564128968655,710.1883410832316,1440.105551621322,0,516.1738580274275,686.3033175724265,1340.922970088483
516.1738580274275,686.3033175724265,1340.922970088483,-90,512.8668480199505,689.1371386000894,1336.1831026464597
512.8668480199505,689.1371386000894,1336.1831026464597,-90,509.08757478486115,692.6048330760706,1332.2070705413373
509.08757478486115,692.6048330760706,1332.2070705413373,90,507.9118917684209,693.2100300773035,1326.465412213894
507.9118917684209,693.2100300773035,1326.465412213894,45,565.3897831423134,636.577837253004,1357.209197906392
565.3897831423134,636.577837253004,1357.209197906392,-90,574.0368169414853,627.6507780639744,1358.6163944264445
574.0368169414853,627.6507780639744,1358.6163944264445,90,571.824929948511,629.3403582407692,1352.9178506142268
571.824929948511,629.3403582407692,1352.9178506142268,45,628.0065972902419,572.3576698534476,1367.4201571719161
628.0065972902419,572.3576698534476,1367.4201571719161,-45,695.3150656586928,504.6867073065749,1386.008340715146
695.3150656586928,504.6867073065749,1386.008340715146,-45,764.1582282728884,435.84790677157093,1424.2074139103336
764.1582282728884,435.84790677157093,1424.2074139103336,-45,837.6391166904755,363.86823138328526,1485.9249273802498
837.6391166904755,363.86823138328526,1485.9249273802498,0,937.2074303846988,278.2736918364544,1585.0219454532137
937.2074303846988,278.2736918364544,1585.0219454532137,90,944.2089776468819,274.9815147768482,1595.665138263342
944.2089776468819,274.9815147768482,1595.665138263342,0,996.2640421025994,204.5204185078106,1547.064588692602
996.2640421025994,204.5204185078106,1547.064588692602,45,1022.3997301634669,196.7742062322448,1515.8328167177044
1022.3997301634669,196.7742062322448,1515.8328167177044,90,1027.1570126202955,194.75956606813952,1515.226401754883
1027.1570126202955,194.75956606813952,1515.226401754883,-90,1029.4767387980412,191.62806612354566,1518.430648968286
1029.4767387980412,191.62806612354566,1518.430648968286,-90,1026.7341256934826,192.44512169332847,1519.3392527225642
1026.7341256934826,192.44512169332847,1519.3392527225642,-45,1082.68696014681,130.10062902207662,1576.0785049203416
1082.68696014681,130.10062902207662,1576.0785049203416,-45,1138.7371558392656,61.914700103448745,1647.9602392317904
1138.7371558392656,61.914700103448745,1647.9602392317904,45,1190.0096451171646,35.3959810131037,1713.8469229986322
1190.0096451171646,35.3959810131037,1713.8469229986322,0,1297.5245495458996,132.09071380793577,1829.1422789587173
1297.5245495458996,132.09071380793577,1829.1422789587173,0,1396.0273968654053,237.95498061356056,1933.287731507858
1396.0273968654053,237.95498061356056,1933.287731507858,-45,1465.710648682669,315.9891543419964,2010.2180841047496
1465.710648682669,315.9891543419964,2010.2180841047496,45,1502.3629243331886,363.2852824034715,2058.2393923960767
1501.356359728792,362.56988139955865,2057.602536666907,0,1512.4537689080087,381.922613999276,2077.815873239022
1513.0063126427067,383.22288827349547,2079.1895589620203,45,1503.7176532450796,375.84728372158014,2072.185006383573
1503.4241477475475,375.90553072605894,2072.279249529474,-90,1482.1030817569,353.68531910909167,2050.3207224610737
1482.0639733028327,353.67886699968375,2050.3170342564536,-45,1438.416621018987,355.0600732603991,2048.6368872066323
1430.9827578371064,354.4901313535964,2046.642707759977,0,1341.7764169586414,318.9478219182097,1990.1812462955152
1330.7877319454744,315.55396922963905,1982.952522754032,0,1254.340470627991,302.51204315737584,1933.440295497963
1242.8821273308663,301.9672539175399,1925.967367957853,45,1196.3389247479997,303.57750718259746,1895.4650571475065
1194.2314672661116,302.5659554685061,1893.3207222783385,45,1163.662941967802,310.1061794114396,1875.035040341689
1162.1260795963794,308.5500038535894,1872.8753468605564,45,1158.1605475866374,300.50612969818104,1864.7665628668326
1160.746367145631,296.0949321447093,1864.0537033148426,-90,1169.976408494274,282.32576296392085,1862.63748390103
1166.5632017484222,279.91288586545994,1858.478244067853,-45,1102.2876266664023,234.9990891511071,1773.2784135329257
1099.1092947302602,231.8636706395592,1767.9259831119768,45,1043.2890620036233,205.60483188971997,1681.003339347189
1043.2890620036233,205.60483188971997,1681.003339347189,45,981.5398547176013,234.5173903979191,1608.8491061622435
981.5398547176013,234.5173903979191,1608.8491061622435,-45,927.0268148176135,276.327044262573,1545.9303721031197
927.0268148176135,276.327044262573,1545.9303721031197,45,866.7187402086677,333.5045646297813,1471.8400506267317
866.7187402086677,333.5045646297813,1471.8400506267317,-45,817.3680494006662,386.81422954830657,1412.7183612387325
817.3680494006662,386.81422954830657,1412.7183612387325,-45,779.3520825456233,439.0142464296574,1343.455093618019
779.3520825456233,439.0142464296574,1343.455093618019,0,744.1155159232,527.5059630351585,1223.5664187275042
744.1155159232,527.5059630351585,1223.5664187275042,-90,740.1513946062995,533.0473214806074,1218.567686645945
740.1513946062995,533.0473214806074,1218.567686645945,-90,735.6062658080748,537.4569920431774,1215.741295792859
735.6062658080748,537.4569920431774,1215.741295792859,-90,737.5956809123885,537.9869408272008,1213.3437223229903
737.5956809123885,537.9869408272008,1213.3437223229903,90,742.2237026911295,535.6809730021498,1213.065581424405
742.2237026911295,535.6809730021498,1213.065581424405,-90,744.0612337248596,536.9736674476319,1209.8082821390174
744.0612337248596,536.9736674476319,1209.8082821390174,-90,747.0909509076121,533.2254391231161,1212.8990431722007
747.0909509076121,533.2254391231161,1212.8990431722007,0,774.1930861936834,591.7834525483963,1124.8780799313765
774.1930861936834,591.7834525483963,1124.8780799313765,-45,810.0949082445402,637.8884544837993,1064.8507127122234
810.0949082445402,637.8884544837993,1064.8507127122234,-45,865.0853524372552,667.8016075164015,1029.26258408702
865.0853524372552,667.8016075164015,1029.26258408702,45,923.6932593922542,702.9732551432423,998.9258698455487
923.6932593922542,702.9732551432423,998.9258698455487,0,1005.3111570287919,779.8476533570952,944.9342508590574
1005.3111570287919,779.8476533570952,944.9342508590574,0,1100.5529865394442,872.916351193452,897.3858011919344
1100.5529865394442,872.916351193452,897.3858011919344,45,1158.6744745395317,941.4400341760808,865.1519507863691
1158.6744745395317,941.4400341760808,865.1519507863691,-45,1205.459719717959,1000.1770722539584,839.7097211909006
1205.459719717959,1000.1770722539584,839.7097211909006,90,1211.4987089203396,1002.9928024246484,841.6006188897736
1211.4987089203396,1002.9928024246484,841.6006188897736,45,1166.3434938409696,1033.9196997954725,775.1168335323134
1166.3434938409696,1033.9196997954725,775.1168335323134,45,1115.2600732669525,1049.3079848278142,724.7677083199886
1115.2600732669525,1049.3079848278142,724.7677083199886,0,1014.3624777538217,1069.9487820801855,652.7379537569977
1014.3624777538217,1069.9487820801855,652.7379537569977,90,1011.7866827279971,1074.7414848910062,646.699784556733
1011.7866827279971,1074.7414848910062,646.699784556733,90,1012.4194232510844,1081.5307746782144,639.7038444280747
1012.4194232510844,1081.5307746782144,639.7038444280747,90,1006.5797779118715,1078.7051169347037,640.6358476553685
1006.5797779118715,1078.7051169347037,640.6358476553685,-45,1031.820965345322,1138.4392405948383,585.8752294867504
1031.820965345322,1138.4392405948383,585.8752294867504,-45,1080.4379850464718,1205.4520809767928,534.1821407827858
1080.4379850464718,1205.4520809767928,534.1821407827858,-90,1080.9882755369551,1208.9707241485876,530.5186630537704
1080.9882755369551,1208.9707241485876,530.5186630537704,-45,1103.2333719164237,1170.5709755969872,585.7754799495128
1103.2333719164237,1170.5709755969872,585.7754799495128,45,1132.420430960656,1125.8549890892334,653.2499310808364
1132.420430960656,1125.8549890892334,653.2499310808364,45,1179.7052074885032,1102.3641070787332,712.2051787058929
1179.7052074885032,1102.3641070787332,712.2051787058929,0,1271.4149974957036,1090.1230462002902,802.369750088449
1271.4149974957036,1090.1230462002902,802.369750088449,45,1342.24766490958,1097.0417284475645,864.2635211295337
1342.24766490958,1097.0417284475645,864.2635211295337,90,1345.7522736298274,1095.0284662874524,869.9636210669099
1345.7522736298274,1095.0284662874524,869.9636210669099,-90,1342.7599175246967,1089.8131381621945,872.2776370576801
1342.7599175246967,1089.8131381621945,872.2776370576801,-45,1397.8317317413603,1102.8670047938917,917.5764765201045
1397.8317317413603,1102.8670047938917,917.5764765201045,0,1504.9332333064149,1121.9518513332469,1023.3950345346121
1504.9332333064149,1121.9518513332469,1023.3950345346121,-90,1510.5399004981662,1126.0342050741665,1026.1925701334083
1510.5399004981662,1126.0342050741665,1026.1925701334083,0,1454.9326071422176,1020.5825842751042,1065.243001068606
1454.9326071422176,1020.5825842751042,1065.243001068606,0,1396.6199284316117,895.76391113525,1122.7712966104539
1396.6199284316117,895.76391113525,1122.7712966104539,90,1390.9311363204506,890.7658199469151,1121.5311257320056
1390.9311363204506,890.7658199469151,1121.5311257320056,0,1493.0280107080778,919.6910789819156,1209.380999006897
1493.0280107080778,919.6910789819156,1209.380999006897,90,1498.5355176116982,917.7598256318262,1217.904124939135
1498.5355176116982,917.7598256318262,1217.904124939135,-45,1515.6230993978845,971.0047679741073,1186.709576698718
1515.6230993978845,971.0047679741073,1186.709576698718,0,1576.1607466567361,1089.8224347578464,1145.7069692122502
1581.2038292412683,1099.1931357169447,1142.933921802678,-45,1614.3448115397405,1142.3701898006968,1143.6526966458305
1619.551837458391,1148.7671975708786,1144.2459500539428,-90,1605.1501042209884,1133.2539596580505,1140.4884467107283
1605.1501042209884,1133.2539596580505,1140.4884467107283,45,1644.7368260474075,1121.9340920733712,1205.2074788004347
1645.1199403204407,1121.8914822922625,1205.7741488520685,0,1708.3177922931845,1125.6626135150177,1290.3604455598675
1710.7918135583884,1125.9581472410064,1293.5996248215288,0,1778.6664404711582,1136.8999896465564,1381.7986490289893
1783.8354384686331,1138.0253738544586,1388.3907776762924,-45,1808.766530480927,1136.4073045295027,1427.6885520967135
1811.906860072628,1136.0557686919467,1432.8343063935376,-90,1794.4512540734675,1135.7367755099947,1406.6698629194555
1794.4512540734675,1135.7367755099947,1406.6698629194555,-45,1739.6309679680514,1078.1749694337464,1383.345909277018
1739.6309679680514,1078.1749694337464,1383.345909277018,45,1671.0123451477582,1007.2525093720095,1355.9437516490905
1671.0123451477582,1007.2525093720095,1355.9437516490905,-90,1669.2668206261365,1002.6361445924887,1358.0993036016514
1668.3560255624695,1003.1484775598277,1356.3085740459653,90,1665.7950362788604,1011.4104522355353,1344.474850226396
1665.7950362788604,1011.4104522355353,1344.474850226396,-90,1668.7800478843849,1013.8898402770441,1346.1830663832502
1665.7494397235048,1014.9329810086822,1340.8975188056581,-90,1660.6606850141782,1013.4535760219903,1335.2678797723547
1660.6606850141782,1013.4535760219903,1335.2678797723547,0,1719.4244020748718,1079.9705340658745,1352.1250661275865
1719.4244020748718,1079.9705340658745,1352.1250661275865,-90,1725.7764427535856,1089.4674342830172,1351.7759320106347
1725.7764427535856,1089.4674342830172,1351.7759320106347,90,1720.9539521205354,1087.8349991240814,1346.435629846184
1720.9539521205354,1087.8349991240814,1346.435629846184,-45,1769.5108549801269,1138.1639011550576,1366.8926314427551
1769.5108549801269,1138.1639011550576,1366.8926314427551,0,1897.4108847801022,1259.9215474314303,1439.131010603972
1897.4108847801022,1259.9215474314303,1439.131010603972,45,1960.8684480238342,1326.364878325493,1472.3848785067714
1960.8684480238342,1326.364878325493,1472.3848785067714,-90,1964.928458221749,1333.0751538940706,1472.0797552883132
1964.928458221749,1333.0751538940706,1472.0797552883132,-45,1970.0405624247055,1329.3284536180854,1484.1384226542516
1969.3917409390444,1329.0813629266343,1483.3434090860148,90,1959.999676766443,1332.0204851745186,1465.2315629021102
1959.999676766443,1332.0204851745186,1465.2315629021102,90,1957.4402509037384,1327.3567477728395,1465.868703485442
1954.1825446381667,1328.2021750352994,1459.7860863045996,45,1916.8550963198575,1339.7099164697593,1388.9601939175254
1916.8550963198575,1339.7099164697593,1388.9601939175254,-45,1878.8812978432034,1349.1815783596217,1320.3891742152994
1878.8812978432034,1349.1815783596217,1320.3891742152994,90,1880.9135437525697,1353.8150830419381,1318.9033016380884
1880.9135437525697,1353.8150830419381,1318.9033016380884,90,1883.6183510441308,1358.5899794972029,1318.3192680038512
1883.6183510441308,1358.5899794972029,1318.3192680038512,0,1937.4555103159323,1343.0011222830644,1418.1495317679196
1937.4555103159323,1343.0011222830644,1418.1495317679196,45,1982.6253010519208,1344.1299209418783,1489.3844515004243
1979.3030845336648,1343.0277660735387,1485.130371531227,45,1983.5980328738406,1345.6786377218632,1489.3804470386235
1978.978945261015,1343.934368109693,1483.6818748594321,-45,1984.2995844477744,1346.0587954616285,1490.1295382749815
1983.30253864389,1346.0261809457124,1488.5471842677007,90,1965.82635279854,1339.9561371019613,1466.5230613110762
1965.82635279854,1339.9561371019613,1466.5230613110762,-45,2009.7287372245041,1399.7882687128078,1476.8092623037005
2009.7287372245041,1399.7882687128078,1476.8092623037005,45,2065.5056012652835,1471.9258231508338,1495.2742186161909
2065.5056012652835,1471.9258231508338,1495.2742186161909,0,2089.5344451518213,1507.6426225985817,1499.0842929855312
2087.0128340553274,1504.0544702608513,1498.5087285403613,0,2089.4175266932098,1507.7244578678062,1498.809714691218
2087.824529325271,1505.4606156430298,1498.442786779759,90,2064.485936370679,1476.8871390435763,1488.6226995018985
2063.7977164585923,1476.477475093914,1487.9033753774806,0,2033.1645146073274,1510.541553039323,1404.2606109474302
2031.8153414125854,1510.2271291430109,1402.3933476737332,45,2013.5050088876287,1506.6505436947116,1376.466876032827
2013.8583878170905,1504.2280432770992,1379.409441094721,45,1982.6706060590222,1506.9207318669587,1327.0572904477224
1983.5911728271656,1506.9376433409082,1328.5002750913716,-90,1978.7725758992367,1491.7817089409898,1335.669430334804
1975.6942693094522,1486.4764531543076,1335.986708684712,45,1971.6132432296374,1498.6188511020705,1317.6557899840495
1971.4868127059665,1496.8989854607858,1319.1348424909147,-90,1959.8129782950848,1473.312685716732,1323.7895716063979
